FullName,PlayerName,Affiliation,Champions League,League,League Nation,Jersey,Birth Date,Age,Height (meters),Position,Foot,Agent,Agent Yes/No,PlayerSponsor,Nationality,Nation/League,Continent,Games Played,2018/19 Games Played,Market Value (Euros),Accumulated Transfer Sums (Euros),Highest Market Value (Euros),Highest Market Value Date,Years Since Peak,NationalTeamCaps,MostRecentInjury
,Taras Burlak,KS Samara,No,Premier Liga,Russia,#90,2/22/1990,29,1.87,Defender ,right,SA-Football Agency,Yes,Other,Russia,Yes,UEFA,1,23,1500000,2500000,3000000,41294,6,1,NA
Eric Fernando Botteghin,Eric Botteghin,Feyenoord,No,Eredivisie,Netherlands,#33,8/31/1987,32,1.93,Defender ,right,Soccer Vision BV,Yes,Other,Brazil,No,CONMEBOL,0,22,1500000,3150000,7500000,42893,2,0,Knock: Return unknown
,Ali Gholizadeh,RSC Charleroi,No,Jupiler Pro League,Belgium,#8,3/10/1996,23,1.76,Forward ,left,Luis Management,Yes,Other,Iran,No,AFC,1,22,1500000,300000,1500000,43354,0,6,NA
,Anthony Ujah,Union Berlin,No,Bundesliga,Germany,#11,10/14/1990,29,1.80,Forward ,right,arena11 sports group,Yes,adidas,Nigeria,No,CAF,1,22,1500000,26500000,5500000,42415,3,7,NA
Pol García Tena,Pol Garcia,Sint-Truiden,No,Jupiler Pro League,Belgium,#4,2/18/1995,24,1.85,Defender ,left,SEG,Yes,Other,Spain,No,UEFA,1,22,1500000,0,1500000,43528,0,1,NA
,Zinho Gano,Royal Antwerp,No,Jupiler Pro League,Belgium,#93,10/13/1993,26,1.98,Forward ,left,J&S International,Yes,Other,Belgium,Yes,UEFA,0,21,1500000,4300000,2000000,43028,2,0,NA
David Juncà René,David Junca,Celta de Vigo,No,LaLiga,Spain,#17,11/16/1993,26,1.78,Defender ,left,Promoesport,Yes,Other,Spain,Yes,UEFA,0,21,1500000,0,3000000,42566,3,0,NA
,Naomichi Ueda,Cercle Brugge,No,Jupiler Pro League,Belgium,#5,10/24/1994,25,1.86,Defender ,right,Sarcle Co. Ltd.,Yes,adidas,Japan,No,AFC,0,21,1500000,0,1500000,43721,0,11,NA
,Marcel Risse,1. FC Koln,No,Bundesliga,Germany,#7,12/17/1989,29,1.83,Midfielder ,right,SportsTotal,Yes,Other,Germany,Yes,UEFA,0,21,1500000,1650000,4500000,42773,2,4,NA
,Adama Niane,RSC Charleroi,No,Jupiler Pro League,Belgium,#9,6/16/1993,26,1.83,Forward ,right,MK Sport Consulting,Yes,Other,Mali,No,CAF,0,21,1500000,0,3000000,43255,1,5,NA
,Irvin Cardona,Stade Brest 29,No,Ligue 1,France,#14,8/8/1997,22,1.85,Forward ,right,NA,No,Other,France,Yes,UEFA,1,20,1500000,1500000,1500000,43461,0,7,NA
Kieron Samuel Freeman,Kieron Freeman,Sheffield Utd.,No,Premier League,England,#18,3/21/1992,27,1.78,Defender ,right,KIN,Yes,Other,Wales,No,UEFA,0,20,1500000,0,1500000,43644,0,1,NA
,Dennis Appiah,FC Nantes,No,Ligue 1,France,#12,6/9/1992,27,1.79,Defender ,right,Relatives,Yes,Other,France,Yes,UEFA,0,19,1500000,3750000,3000000,42566,3,2,NA
,Lassana Coulibaly,Cercle Brugge,No,Jupiler Pro League,Belgium,#18,4/10/1996,23,1.75,Midfielder ,right,PIVETEAU,Yes,Other,Mali,No,CAF,0,19,1500000,2000000,1500000,42751,0,13,NA
,Anuar,Real Valladolid,No,LaLiga,Spain,#8,1/15/1995,24,1.73,Midfielder ,,JV SPORTS SL,Yes,Other,Morocco,No,CAF,0,19,1500000,0,1500000,43627,0,0,NA
Phillip Anthony Bardsley,Phil Bardsley,Burnley,No,Premier League,England,#26,6/28/1985,34,1.80,Defender ,right,NA,No,Other,Scotland,No,UEFA,0,19,1500000,3840000,6000000,40763,8,13,NA
,Zakaria Bakkali,RSC Anderlecht,No,Jupiler Pro League,Belgium,#99,1/26/1996,23,1.68,Forward ,right,Relatives,Yes,Other,Belgium,Yes,UEFA,2,18,1500000,1200000,4000000,42422,3,2,Knee Surgery: Return unknown
Wilfried Kanga Aka,Wilfried Kanga,SCO Angers,No,Ligue 1,France,#11,2/21/1998,21,1.85,Forward ,right,NA,No,Other,France,Yes,UEFA,0,18,1500000,0,1500000,43531,0,1,NA
Marc Cardona Rovira,Marc Cardona,CA Osasuna,No,LaLiga,Spain,#7,7/8/1995,24,1.83,Forward ,right,Juzzt Football,Yes,Nike,Spain,Yes,UEFA,1,17,1500000,2500000,1500000,43627,0,0,NA
Rhu-Endly Aurelio Jean-Carlo Martina,Cuco Martina,Everton,No,Premier League,England,#30,9/25/1989,30,1.85,Defender ,right,Supervision ...,Yes,Other,Curacao,No,CONCACAF,0,17,1500000,1850000,2500000,43248,1,44,NA
,Clement Depres,Nimes Olympique,No,Ligue 1,France,#9,11/25/1994,24,1.88,Forward ,right,Global Compensation,Yes,Other,France,Yes,UEFA,2,17,1500000,0,1500000,43397,0,0,Cruciate Ligament Rupture: Return unknown
,Aleksandr Lomovitskiy,Arsenal Tula,No,Premier Liga,Russia,#27,1/27/1998,21,1.81,Forward ,left,VALERIJUS ...,Yes,Other,Russia,Yes,UEFA,2,17,1500000,0,1500000,43454,0,9,NA
,Marco Burki,Zulte Waregem,No,Jupiler Pro League,Belgium,#23,7/10/1993,26,1.85,Defender ,left,Soccer Mondial AG,Yes,Nike,Switzerland,No,UEFA,0,17,1500000,0,1500000,43626,0,2,NA
,Magomed Mitrishev,Akhmat Grozny,No,Premier Liga,Russia,#7,9/10/1992,27,1.77,Forward ,right,NA,No,Other,Russia,Yes,UEFA,0,16,1500000,0,2500000,43454,1,9,NA
,Mattia Sprocati,Parma,No,Serie A,Italy,#93,4/28/1993,26,1.78,Forward ,both,M.A.R.A.T. Football ...,Yes,Other,Italy,Yes,UEFA,1,16,1500000,5710000,1500000,43622,0,0,NA
,Nouha Dicko,Vitesse,No,Eredivisie,Netherlands,#20,5/14/1992,27,1.73,Forward ,right,Base Soccer Agency ...,Yes,Other,Mali,No,CAF,3,16,1500000,4160000,2500000,42996,2,3,NA
Diogo Filipe Costa Rocha,Rochinha,Vit. Guimaraes,No,Liga NOS,Portugal,#16,5/3/1995,24,1.69,Forward ,,Lorenz Consulting,Yes,Other,Portugal,Yes,UEFA,1,16,1500000,400000,1500000,43749,0,5,NA
Jorge Franco Alviz,Burgui,Alaves,No,LaLiga,Spain,#14,10/29/1993,26,1.84,Forward ,right,Gestifute,Yes,Other,Spain,Yes,UEFA,0,16,1500000,3000000,3000000,42964,2,0,NA
,Mikhail Levashov,Arsenal Tula,No,Premier Liga,Russia,#36,10/4/1991,28,1.93,Goalkeeper,right,SA-Football Agency,Yes,Other,Russia,Yes,UEFA,16,15,1500000,0,1500000,43630,0,0,NA
,Ragnar Klavan,Cagliari Calcio,No,Serie A,Italy,#15,10/30/1985,34,1.87,Defender ,left,SFI,Yes,Other,Estonia,No,UEFA,0,15,1500000,7290000,4000000,42583,3,126,NA
Vincent Alain Laurini,Vincent Laurini,Parma,No,Serie A,Italy,#16,6/10/1989,30,1.73,Defender ,right,M.A.R.A.T. Football ...,Yes,Other,France,No,UEFA,0,15,1500000,2900000,2000000,43098,2,0,NA
,Salvatore Bocchetti,Hellas Verona,No,Serie A,Italy,#15,11/30/1986,32,1.86,Defender ,left,PDP s.r.l.  ...,Yes,Other,Italy,Yes,UEFA,0,15,1500000,18100000,14000000,41444,6,5,NA
,Amato Ciciretti,SSC Napoli,Yes,Serie A,Italy,#18,12/31/1993,25,1.70,Forward ,left,G.E.V. ...,Yes,Other,Italy,Yes,UEFA,0,15,1500000,280000,3000000,43098,2,6,"No eligibility - UEFA Champions Leagueuntil Dec 31, 2019"
,Yevhen Makarenko,RSC Anderlecht,No,Jupiler Pro League,Belgium,#5,5/21/1991,28,1.86,Midfielder ,left,ProStar,Yes,Other,Ukraine,No,UEFA,4,15,1500000,1200000,2200000,43354,1,4,Knee Injury: Return unknown
,Stephan Lichtsteiner,FC Augsburg,No,Bundesliga,Germany,#2,1/16/1984,35,1.82,Defender ,right,Relatives,Yes,Puma,Switzerland,No,UEFA,0,14,1500000,11780000,17000000,41444,6,108,NA
Cristian Damián Battocchio,Cristian Battocchio,Stade Brest 29,No,Ligue 1,France,#11,2/10/1992,27,1.77,Midfielder ,right,Arandilla Calcio y ...,Yes,Other,Italy,No,UEFA,0,14,1500000,0,1750000,42901,2,18,NA
Jhon Carlos Chancellor Cedeno,Jhon Chancellor,Brescia,No,Serie A,Italy,#14,1/2/1992,27,1.97,Defender ,right,Agencia de Futbol ...,Yes,Other,Venezuela,No,CONMEBOL,0,14,1500000,1600000,1500000,43746,0,17,Thigh Muscle Strain: Return unknown
,Marco Terrazzino,SC Freiburg,No,Bundesliga,Germany,#13,4/15/1991,28,1.77,Forward ,right,TDS SPORTS,Yes,Other,Germany,Yes,UEFA,0,13,1500000,2500000,3000000,43026,2,6,NA
,Anton Zinkovskiy,KS Samara,No,Premier Liga,Russia,#17,4/14/1996,23,1.75,Forward ,right,NA,No,Other,Russia,Yes,UEFA,0,13,1500000,350000,1500000,43630,0,3,NA
,Dmitri Kombarov,KS Samara,No,Premier Liga,Russia,#23,1/22/1987,32,1.82,Defender ,left,Pavel Andreev,Yes,Other,Russia,Yes,UEFA,0,13,1500000,4000000,11000000,41444,6,47,NA
,Bart Nieuwkoop,Willem II,No,Eredivisie,Netherlands,#26,3/7/1996,23,1.81,Defender ,right,HCM Sports ...,Yes,Other,Netherlands,Yes,UEFA,0,13,1500000,0,1500000,42893,0,0,NA
Aylton Filipe Boa Morte,Aylton Boa Morte,Portimonense,No,Liga NOS,Portugal,#77,9/23/1993,26,1.82,Forward ,both,MC Striker,Yes,Other,Portugal,Yes,UEFA,2,13,1500000,500000,1500000,43623,0,0,NA
Merveille Bopé Bokadi,Merveille Bokadi,Standard Liege,No,Jupiler Pro League,Belgium,#20,5/21/1996,23,1.86,Midfielder ,,Christophe Henrotay,Yes,Other,DR Congo,No,CAF,0,13,1500000,0,1500000,43528,0,19,NA
Cyle Christopher Larin,Cyle Larin,Zulte Waregem,No,Jupiler Pro League,Belgium,#9,4/17/1995,24,1.88,Forward ,right,Axia Sports ...,Yes,Other,Canada,No,CONCACAF,6,12,1500000,1850000,3500000,42879,2,29,NA
,Jean-Christophe Bahebeck,FC Utrecht,No,Eredivisie,Netherlands,#9,5/1/1993,26,1.82,Forward ,right,NA,No,Other,France,No,UEFA,2,12,1500000,0,2500000,42018,4,7,NA
,Matteo Pessina,Hellas Verona,No,Serie A,Italy,#32,4/21/1997,22,1.83,Midfielder ,left,Gr Sports,Yes,Other,Italy,Yes,UEFA,2,12,1500000,1670000,2000000,43269,1,9,NA
,Zan Majer,Lecce,No,Serie A,Italy,#37,7/25/1992,27,1.80,Midfielder ,right,NA,No,Other,Slovenia,No,UEFA,0,11,1500000,250000,1500000,43746,0,2,NA
Christian Fernando Noboa Tello,Christian Noboa,Sochi,No,Premier Liga,Russia,#16,4/9/1985,34,1.81,Midfielder ,right,AC Talent,Yes,Puma,Ecuador,No,CONMEBOL,2,11,1500000,11500000,10000000,41851,5,78,NA
Ahoueke Steeve Kévin Denkey,Kevin Denkey,Nimes Olympique,No,Ligue 1,France,#27,11/30/2000,18,1.81,Forward ,right,NA,No,Other,Togo,No,CAF,3,11,1500000,0,1500000,43735,0,4,NA
Rafal Kurzawa,Rafal Kurzawa,SC Amiens,No,Ligue 1,France,#21,1/29/1993,26,1.82,Midfielder ,left,INNfootball,Yes,Nike,Poland,No,UEFA,3,11,1500000,0,2000000,43259,1,7,NA
Miguel Ángel Moyà Rumbo,Miguel Angel Moya,Real Sociedad,No,LaLiga,Spain,#13,4/2/1984,35,1.89,Goalkeeper,right,Manuel García ...,Yes,Other,Spain,Yes,UEFA,9,11,1500000,10000000,7000000,42027,4,9,NA
Mathías Sebastián Suárez Suárez,Mathias Suarez,Montpellier,No,Ligue 1,France,#24,6/24/1996,23,1.82,Defender ,right,not clarified,Yes,Other,Uruguay,No,CONMEBOL,0,10,1500000,950000,1500000,43619,0,3,NA
Damian Dawid Szymanski,Damian Szymanski,Akhmat Grozny,No,Premier Liga,Russia,#8,6/16/1995,24,1.82,Midfielder ,right,UNIDOS,Yes,Other,Poland,No,UEFA,0,9,1500000,1530000,1500000,43518,0,4,NA
José Martín Cáceres Silva,Martin Caceres,Fiorentina,No,Serie A,Italy,#22,4/7/1987,32,1.80,Defender ,right,no agent,Yes,Nike,Uruguay,No,CONMEBOL,0,9,1500000,32250000,10000000,39639,11,98,NA
,Orestis Karnezis,SSC Napoli,Yes,Serie A,Italy,#27,7/11/1985,34,1.90,Goalkeeper,right,NA,No,Other,Greece,No,UEFA,0,9,1500000,3350000,5000000,42186,4,49,NA
,Ewoud Pletinckx,Zulte Waregem,No,Jupiler Pro League,Belgium,#24,10/10/2000,19,1.90,Defender ,right,SportPlus Football ...,Yes,Other,Belgium,Yes,UEFA,0,9,1500000,0,1500000,43721,0,0,NA
,Stijn Wuytens,AZ Alkmaar,No,Eredivisie,Netherlands,#30,10/8/1989,30,1.83,Defender ,left,ESA Soccer,Yes,Other,Belgium,No,UEFA,0,8,1500000,500000,2500000,42753,2,5,NA
Viðar Örn Kjartansson,Vidar Orn Kjartansson,Rubin Kazan,No,Premier Liga,Russia,#8,3/11/1990,29,1.87,Forward ,right,O. Gardarsson & ...,Yes,Other,Iceland,No,UEFA,1,8,1500000,8700000,2500000,42968,2,24,NA
,Mikhail Lysov,Loko Moscow,Yes,Premier Liga,Russia,#84,1/29/1998,21,1.82,Defender ,left,NA,No,adidas,Russia,Yes,UEFA,0,8,1500000,0,1500000,43630,0,12,NA
Nuno Miguel Gomes dos Santos,Nuno Santos,Rio Ave FC,No,Liga NOS,Portugal,#11,2/13/1995,24,1.76,Midfielder ,left,Jorge Pires,Yes,Other,Portugal,Yes,UEFA,1,8,1500000,0,1500000,43749,0,2,NA
Marcus Hojriis Ingvartsen,Marcus Ingvartsen,Union Berlin,No,Bundesliga,Germany,#32,1/4/1996,23,1.87,Forward ,left,people in sport,Yes,Other,Denmark,No,UEFA,1,8,1500000,6450000,3500000,43028,2,0,NA
,Nassim Boujellab,FC Schalke 04,No,Bundesliga,Germany,#16,6/20/1999,20,1.81,Midfielder ,both,100and10 ...,Yes,Other,Morocco,No,CAF,3,7,1500000,0,1500000,,0,2,NA
,Daniil Utkin,Krasnodar,No,Premier Liga,Russia,#47,10/12/1999,20,1.83,Midfielder ,left,NA,No,Other,Russia,Yes,UEFA,2,7,1500000,0,1500000,43630,0,6,NA
Andoni Gorosabel Espinosa,Andoni Gorosabel,Real Sociedad,No,LaLiga,Spain,#18,8/4/1996,23,1.74,Defender ,right,NA,No,Other,Spain,Yes,UEFA,0,7,1500000,0,2500000,43455,1,0,NA
,Khvicha Kvaratskhelia,Rubin Kazan,No,Premier Liga,Russia,#21,2/12/2001,18,1.83,Forward ,both,NA,No,Other,Georgia,No,UEFA,1,7,1500000,100000,1500000,43718,0,1,NA
Unai López Cabrera,Unai Lopez,Athletic,No,LaLiga,Spain,#8,10/30/1995,24,1.70,Midfielder ,right,NA,No,Other,Spain,Yes,UEFA,0,7,1500000,0,2000000,42186,4,2,NA
,Phillipp Mwene,1.FSV Mainz 05,No,Bundesliga,Germany,#23,1/29/1994,25,1.70,Defender ,right,ISMG International,Yes,Other,Austria,No,UEFA,0,6,1500000,0,1500000,43452,0,16,Fitness: Return unknown
,Markus Suttner,F. Dusseldorf,No,Bundesliga,Germany,#29,4/16/1987,32,1.79,Defender ,left,GRASS IS GREEN,Yes,Other,Austria,No,UEFA,0,6,1500000,5200000,3000000,42963,2,20,NA
Jack Benjamin Simpson,Jack Simpson,Bournemouth,No,Premier League,England,#25,1/8/1997,22,1.90,Defender ,left,NA,No,Other,England,Yes,UEFA,0,6,1500000,0,1500000,43629,0,1,NA
Lluis López Mármol,Lluis Lopez,Espanyol,No,LaLiga,Spain,#6,3/5/1997,22,1.82,Defender ,right,TACTIC GRUP - ...,Yes,Other,Spain,Yes,UEFA,0,6,1500000,0,1500000,43718,0,1,NA
,Alex Ferrari,Sampdoria,No,Serie A,Italy,#25,7/1/1994,25,1.91,Defender ,right,Francesco Romano,Yes,Other,Italy,Yes,UEFA,0,6,1500000,4750000,1500000,43098,0,0,NA
Andrés Eduardo Fernández Moreno,Andres Fernandez,Villarreal,No,LaLiga,Spain,#13,12/17/1986,32,1.85,Goalkeeper,right,Bahía Internacional,Yes,Other,Spain,Yes,UEFA,8,6,1500000,4000000,5000000,41480,6,0,NA
Roberto Jiménez Gago,Roberto,West Ham,No,Premier League,England,#13,2/10/1986,33,1.92,Goalkeeper,right,M.AG,Yes,Other,Spain,No,UEFA,12,5,1500000,41950000,9000000,42274,4,6,NA
Gustavo Lucas Domingues Piazón,Lucas Piazon,Rio Ave FC,No,Liga NOS,Portugal,#14,1/20/1994,25,1.82,Forward ,right,P&P Sport ...,Yes,Other,Brazil,No,CONMEBOL,0,4,1500000,8300000,7500000,40913,7,2,NA
David Robert Edmund Button,David Button,Brighton,No,Premier League,England,#27,2/27/1989,30,1.91,Goalkeeper,right,Key Sports ...,Yes,Other,England,Yes,UEFA,4,4,1500000,7430000,2000000,42614,3,1,NA
,Gerrit Holtmann,SC Paderborn,No,Bundesliga,Germany,#38,3/25/1995,24,1.83,Forward ,left,arena11 sports group,Yes,Other,Germany,Yes,UEFA,0,4,1500000,3000000,2500000,42573,3,5,NA
Andy Joseph Pelmard,Andy Pelmard,OGC Nice,No,Ligue 1,France,#24,3/12/2000,19,1.79,Defender ,left,ONSIDE,Yes,Other,France,Yes,UEFA,0,4,1500000,0,1500000,,0,0,NA
,Jurgen Ekkelenkamp,Ajax,Yes,Eredivisie,Netherlands,#26,4/5/2000,19,1.88,Midfielder ,right,Stellar Football Ltd,Yes,Nike,Netherlands,Yes,UEFA,7,3,1500000,0,1500000,43628,0,6,NA
Antonio Sivera Salvá,Antonio Sivera,Alaves,No,LaLiga,Spain,#13,8/11/1996,23,1.84,Goalkeeper,right,TOP VALUE,Yes,Other,Spain,Yes,UEFA,3,3,1500000,2000000,1500000,43627,0,10,NA
Henri George Lansbury,Henri Lansbury,Aston Villa,No,Premier League,England,#8,10/12/1990,29,1.83,Midfielder ,right,NA,No,adidas,England,Yes,UEFA,0,3,1500000,4650000,3000000,42793,2,17,NA
,Julien Serrano,Cercle Brugge,No,Jupiler Pro League,Belgium,#3,2/13/1998,21,1.81,Defender ,left,NA,No,Other,France,No,UEFA,0,3,1500000,0,2000000,43255,1,0,NA
Stiven Ricardo Plaza Castillo,Stiven Plaza,Real Valladolid,No,LaLiga,Spain,#31,3/11/1999,20,1.88,Forward ,right,LIFEPRO,Yes,Other,Ecuador,No,CONMEBOL,1,2,1500000,2000000,2000000,43524,0,2,Hamstring Injury: Return unknown
Frederik Riis Ronnow,Frederik Ronnow,E. Frankfurt,No,Bundesliga,Germany,#32,8/4/1992,27,1.90,Goalkeeper,right,Boutique Transfers,Yes,adidas,Denmark,No,UEFA,8,2,1500000,3150000,3000000,43253,1,7,NA
,Fin Bartels,Werder Bremen,No,Bundesliga,Germany,#22,2/7/1987,32,1.76,Forward ,right,Relatives,Yes,Other,Germany,Yes,UEFA,28,2,1500000,0,3750000,42905,2,1,Knee Surgery: Return unknown
,Zakaria Aboukhlal,AZ Alkmaar,No,Eredivisie,Netherlands,#17,2/18/2000,19,,Forward ,both,HCM Sports ...,Yes,Other,Netherlands,Yes,UEFA,0,1,1500000,2000000,1500000,43727,0,5,NA
,Wouter Burger,Feyenoord,No,Eredivisie,Netherlands,#35,2/16/2001,18,1.90,Midfielder ,left,SEG,Yes,Other,Netherlands,Yes,UEFA,0,1,1500000,0,1500000,43727,0,14,NA
,Felix Passlack,Fortuna Sittard,No,Eredivisie,Netherlands,#15,5/29/1998,21,1.70,Defender ,right,Coaches & More GmbH,Yes,Nike,Germany,No,UEFA,1,1,1500000,500000,3000000,42656,3,1,NA
Vivaldo Borges dos Santos Neto,Neto Borges,KRC Genk,Yes,Jupiler Pro League,Belgium,#5,9/13/1996,23,1.85,Defender ,left,BSSM,Yes,Other,Brazil,No,CONMEBOL,0,1,1500000,0,1800000,43528,0,0,NA
Antonio Adán Garrido,Antonio Adan,Atletico Madrid,Yes,LaLiga,Spain,#1,5/13/1987,32,1.90,Goalkeeper,left,Soccerrelations,Yes,Other,Spain,Yes,UEFA,0,1,1500000,1000000,8000000,42891,2,1,NA
Manuel Luis Da Silva Cafumana,Show,Belenenses SAD,No,Liga NOS,Portugal,#6,3/6/1999,20,1.80,Midfielder ,right,athletes first,Yes,Other,Angola,No,CAF,0,0,1500000,2000000,1500000,43709,0,5,NA
,Alexander Szymanowski,CD Leganes,No,LaLiga,Spain,#11,10/13/1988,31,1.74,Forward ,left,no agent,Yes,Other,Argentina,No,CONMEBOL,22,0,1500000,2300000,5000000,42891,2,0,"Cruciate Ligament Rupture: Return expected on May 1, 2020"
Murilo de Souza Costa,Murilo,Braga,No,Liga NOS,Portugal,#19,10/31/1994,25,1.76,Forward ,left,NA,No,Other,Brazil,No,CONMEBOL,0,0,1500000,400000,1500000,43623,0,0,NA
Jon Moncayola Tollar,Jon Moncayola,CA Osasuna,No,LaLiga,Spain,#27,5/13/1998,21,,Midfielder ,,NA,No,Other,Spain,Yes,UEFA,0,0,1500000,0,1500000,43718,0,0,NA
,Martin Hongla,Royal Antwerp,No,Jupiler Pro League,Belgium,#18,3/16/1998,21,1.81,Midfielder ,right,YOU FIRST SPORTS ,Yes,Other,Cameroon,No,CAF,0,0,1500000,1980000,1500000,43721,0,0,NA
Javier Eraso Goni,Javi Eraso,CD Leganes,No,LaLiga,Spain,#17,3/22/1990,29,1.82,Midfielder ,right,YOU FIRST SPORTS ,Yes,Other,Spain,Yes,UEFA,0,0,1500000,0,3000000,43250,1,0,NA
Marko Pajac,Marko Pajac,Genoa,No,Serie A,Italy,#33,5/11/1993,26,1.82,Defender ,left,PRO TRANSFER,Yes,Other,Croatia,No,UEFA,0,0,1500000,0,1500000,43622,0,2,NA
,Mehrdad Mohammadi,Desportivo Aves,No,Liga NOS,Portugal,#23,9/29/1993,26,1.78,Forward ,,Aron Management,Yes,Other,Iran,No,AFC,3,0,1500000,250000,1500000,43749,0,0,NA
Miguel Felipe Nunes Cardoso,Miguel Cardoso,Dinamo Moscow,No,Premier Liga,Russia,#7,6/19/1994,25,1.76,Forward ,both,S-C&M,Yes,Other,Portugal,No,UEFA,1,0,1500000,500000,1500000,43630,0,0,NA
Gustavo Enrique Giordano Amaro Assuncao da Silva,Gustavo Assuncao,Famalicao,No,Liga NOS,Portugal,#12,3/30/2000,19,1.78,Midfielder ,right,NA,No,Other,Brazil,No,CONMEBOL,0,0,1500000,0,1500000,,0,0,NA
,Aleksa Terzic,Fiorentina,No,Serie A,Italy,#93,8/17/1999,20,1.84,Defender ,left,NA,No,Nike,Serbia,No,UEFA,0,0,1500000,1700000,1500000,43646,0,7,NA
Bobby Frederick Duncan,Bobby Duncan,Fiorentina,No,Serie A,Italy,#26,6/26/2001,18,1.76,Forward ,left,NA,No,Other,England,No,UEFA,3,0,1500000,2030000,1500000,,0,2,NA
Filip Wojciech Jagiello,Filip Jagiello,Genoa,No,Serie A,Italy,#15,8/8/1997,22,1.82,Midfielder ,both,Fabryka Futbolu,Yes,Other,Poland,No,UEFA,0,0,1500000,1200000,1500000,43645,0,9,NA
Emmanuel Agyemang Badu,Emmanuel Badu,Hellas Verona,No,Serie A,Italy,#7,12/2/1990,28,1.73,Midfielder ,right,NA,No,Other,Ghana,No,CAF,10,0,1500000,1600000,6000000,42566,3,76,Blood clot in the lungs: Return unknown
,Charalampos Lykogiannis,Cagliari Calcio,No,Serie A,Italy,#22,10/22/1993,26,1.90,Defender ,left,World in Motion,Yes,Other,Greece,No,UEFA,0,0,1500000,800000,2000000,43019,2,4,NA
Matthew Lee James,Matty James,Leicester,No,Premier League,England,#22,7/22/1991,28,1.81,Midfielder ,right,Key Sports ...,Yes,Nike,England,Yes,UEFA,7,0,1500000,1250000,2500000,42186,4,3,"No eligibility - Premier Leagueuntil Dec 31, 2019"
,Bryan Idowu,Loko Moscow,Yes,Premier Liga,Russia,#3,5/18/1992,27,1.79,Defender ,,DW Sports Management,Yes,Other,Nigeria,No,CAF,0,0,1500000,0,1500000,43257,0,10,NA
Khephren Thuram-Ulien,Khephren Thuram,OGC Nice,No,Ligue 1,France,#19,3/26/2001,18,1.91,Midfielder ,right,CONTRATTO & GOLLER,Yes,Other,France,Yes,UEFA,0,0,1500000,0,1500000,43735,0,0,NA
,Fedor Chernykh,Orenburg,No,Premier Liga,Russia,#22,5/21/1991,28,1.83,Forward ,both,NESTA SPORT GROUP,Yes,Other,Lithuania,No,UEFA,0,0,1500000,570000,1800000,43454,1,53,NA
,Koki Anzai,Portimonense,No,Liga NOS,Portugal,#22,5/31/1995,24,1.72,Defender ,right,NA,No,Other,Japan,No,AFC,1,0,1500000,0,1500000,43643,0,4,NA
,Robbin Ruiter,PSV Eindhoven,No,Eredivisie,Netherlands,#21,3/25/1987,32,1.96,Goalkeeper,right,ESA Soccer,Yes,Other,Netherlands,Yes,UEFA,1,0,1500000,500000,3000000,42405,3,0,NA
,Michael Verrips,Sheffield Utd.,No,Premier League,England,#21,12/3/1996,22,1.96,Goalkeeper,right,Prime SportBusiness,Yes,Other,Netherlands,No,UEFA,3,0,1500000,0,1500000,43626,0,3,NA
,Zurab Davitashvili,Rubin Kazan,No,Premier Liga,Russia,#11,2/15/2001,18,1.75,Midfielder ,right,NA,No,Other,Georgia,No,UEFA,1,0,1500000,0,1500000,43718,0,2,"Yellow card suspension - Premier Ligauntil Nov 24, 2019"
Cauly Oliveira Souza,Cauly,SC Paderborn,No,Bundesliga,Germany,#10,9/15/1995,24,1.75,Midfielder ,both,100and10 ...,Yes,Other,Brazil,No,CONMEBOL,2,0,1500000,0,1500000,43740,0,0,NA
Yoel Rodriguez Oterino,Yoel Rodriguez,SD Eibar,No,LaLiga,Spain,#13,8/28/1988,31,1.84,Goalkeeper,right,YOU FIRST SPORTS ,Yes,Other,Spain,Yes,UEFA,0,0,1500000,2750000,3000000,41840,5,0,NA
,Sergey Terekhov,Orenburg,No,Premier Liga,Russia,#13,6/27/1990,29,1.79,Defender ,left,NA,No,Other,Russia,Yes,UEFA,0,0,1500000,0,1500000,43630,0,2,NA
,Arseni Logashov,Rostov,No,Premier Liga,Russia,#25,8/20/1991,28,1.83,Defender ,right,NA,No,Other,Russia,Yes,UEFA,0,0,1500000,3400000,3000000,41851,5,1,NA
,Dmitri Chistyakov,Rostov,No,Premier Liga,Russia,#78,1/13/1994,25,1.87,Defender ,right,NA,No,Other,Russia,Yes,UEFA,0,0,1500000,125000,1500000,43718,0,0,NA
,Sergey Pesjakov,Rostov,No,Premier Liga,Russia,#30,12/16/1988,30,1.99,Goalkeeper,right,NA,No,Other,Russia,Yes,UEFA,9,0,1500000,300000,1500000,40928,0,0,NA
Papakouli Diop,Pape Diop,SD Eibar,No,LaLiga,Spain,#8,3/19/1986,33,1.80,Midfielder ,right,AC Talent,Yes,Other,Senegal,No,CAF,0,0,1500000,1500000,5000000,41839,5,21,NA
,Goran Causic,Arsenal Tula,No,Premier Liga,Russia,#20,5/5/1992,27,1.80,Midfielder ,right,NA,No,Other,Serbia,No,UEFA,1,0,1500000,2500000,3000000,42180,4,10,NA
,Djordje Despotovic,Orenburg,No,Premier Liga,Russia,#9,3/4/1992,27,1.90,Forward ,left,NA,No,Other,Serbia,No,UEFA,6,0,1500000,420000,1500000,43630,0,0,NA
